(1, 52)
(1, 53)
(1, 54)
(1, 55)
(1, 56)
(1, 57)
(1, 58)
(1, 59)
(1, 60)
(160, 1)
(160, 2)
(160, 3)
(159, 3)
(158, 3)
(157, 3)
(157, 4)
(157, 5)
(157, 6)
(157, 7)
(157, 8)
(157, 9)
(157, 10)
(157, 11)
(157, 12)
(157, 13)
(157, 14)
(157, 15)
(157, 16)
(157, 17)
(157, 18)
(157, 19)
(157, 20)
(157, 21)
(157, 22)
(157, 23)
(157, 22)
(157, 21)
(157, 20)
(157, 19)
(157, 18)
(158, 18)
(159, 18)
(160, 18)
(161, 18)
(162, 18)
(161, 18)
(160, 18)
(159, 18)
(158, 18)
(157, 18)
(157, 19)
(157, 20)
(157, 21)
(157, 22)
(157, 23)
(157, 22)
(157, 21)
(157, 20)
(157, 19)
(157, 18)
(157, 17)
(157, 16)
(157, 15)
(157, 14)
(157, 13)
(157, 12)
(157, 11)
(157, 10)
(157, 9)
(157, 8)
(157, 7)
(157, 6)
(157, 5)
(157, 4)
(157, 3)
(157, 2)
(157, 1)
(1, 57)
(2, 57)
(3, 57)
(4, 57)
(5, 57)
(5, 58)
(4, 58)
(3, 58)
(2, 58)
(1, 58)
(158, 1)
(158, 2)
(158, 3)
(157, 3)
(157, 2)
(157, 1)
(1, 57)
(2, 57)
(3, 57)
(4, 57)
(5, 57)
(6, 57)
(7, 57)
(7, 56)
(6, 56)
(7, 56)
(8, 56)
(9, 56)
(10, 56)
(11, 56)
(12, 56)
(13, 56)
(14, 56)
(15, 56)
(14, 56)
(13, 56)
(12, 56)
(11, 56)
(10, 56)
(9, 56)
(8, 56)
(7, 56)
(6, 56)
(6, 57)
(6, 58)
(6, 59)
(6, 60)
(6, 61)
(6, 62)
(6, 63)
(7, 63)
(8, 63)
(9, 63)
(10, 63)
(11, 63)
(12, 63)
(13, 63)
(14, 63)
(15, 63)
(16, 63)
(17, 63)
(18, 63)
(19, 63)
(19, 62)
(19, 61)
(19, 60)
(19, 59)
(19, 58)
(19, 57)
(19, 56)
(19, 55)
(19, 54)
(19, 53)
(18, 53)
(17, 53)
(17, 54)
(17, 55)
(17, 56)
(17, 57)
(17, 58)
(17, 59)
(17, 60)
(18, 60)
(19, 60)
(20, 60)
(21, 60)
(22, 60)
(23, 60)
(24, 60)
(24, 61)
(24, 62)
(24, 63)
(24, 64)
(24, 65)
(24, 66)
(25, 66)
(26, 66)
(27, 66)
(28, 66)
(29, 66)
(28, 66)
(27, 66)
(26, 66)
(25, 66)
(24, 66)
(23, 66)
(22, 66)
(21, 66)
(20, 66)
(19, 66)
(18, 66)
(17, 66)
(16, 66)
(15, 66)
(15, 67)
(15, 68)
(14, 68)
(14, 69)
(14, 70)
(14, 71)
(14, 72)
(14, 73)
(14, 74)
(14, 75)
(14, 76)
(14, 77)
(14, 78)
(13, 78)
(12, 78)
(11, 78)
(10, 78)
(10, 77)
(10, 76)
(10, 75)
(10, 74)
(10, 73)
(10, 72)
(10, 71)
(10, 70)
(10, 69)
(10, 68)
(10, 67)
(11, 67)
(12, 67)
(13, 67)
(14, 67)
(15, 67)
(16, 67)
(17, 67)
(17, 66)
(17, 65)
(17, 64)
(17, 63)
(17, 62)
(17, 61)
(17, 60)
(17, 59)
(17, 58)
(17, 57)
(17, 56)
(17, 55)
(17, 54)
(17, 53)
(18, 53)
(19, 53)
(20, 53)
(21, 53)
(22, 53)
(22, 54)
(22, 55)
(22, 56)
(22, 57)
(22, 58)
(22, 59)
(22, 60)
(22, 61)
(22, 62)
(23, 62)
(24, 62)
(25, 62)
(26, 62)
(27, 62)
(28, 62)
(29, 62)
(30, 62)
(31, 62)
(32, 62)
(33, 62)
(34, 62)
(35, 62)
(36, 62)
(37, 62)
(38, 62)
(39, 62)
(40, 62)
(41, 62)
(42, 62)
(43, 62)
(44, 62)
(45, 62)
(46, 62)
(47, 62)
(48, 62)
(49, 62)
(50, 62)
(51, 62)
(52, 62)
(52, 61)
(52, 60)
(53, 60)
(53, 61)
(54, 61)
(53, 61)
(52, 61)
(52, 60)
(53, 60)
(53, 59)
(53, 58)
(53, 57)
(53, 56)
(53, 55)
(53, 54)
(53, 53)
(53, 52)
(53, 51)
(54, 51)
(55, 51)
(56, 51)
(57, 51)
(58, 51)
(59, 51)
(60, 51)
(61, 51)
(61, 52)
(61, 53)
(61, 54)
(61, 55)
(61, 56)
(61, 57)
(61, 58)
(61, 59)
(61, 60)
(61, 61)
(61, 62)
(61, 63)
(61, 64)
(61, 65)
(61, 66)
(61, 67)
(61, 68)
(61, 69)
(61, 70)
(62, 70)
(63, 70)
(64, 70)
(64, 69)
(64, 68)
(64, 67)
(64, 66)
(64, 65)
(64, 64)
(64, 63)
(65, 63)
(66, 63)
(67, 63)
(68, 63)
(69, 63)
(70, 63)
(71, 63)
(72, 63)
(73, 63)
(74, 63)
(75, 63)
(76, 63)
(77, 63)
(77, 64)
(77, 65)
(77, 66)
(77, 67)
(77, 68)
(77, 69)
(78, 69)
(79, 69)
(80, 69)
(81, 69)
(82, 69)
(82, 68)
(82, 67)
(82, 68)
(82, 69)
(82, 70)
(82, 71)
(82, 72)
(82, 73)
(82, 74)
(82, 75)
(82, 76)
(82, 77)
(82, 78)
(82, 79)
(82, 80)
(82, 81)
(81, 81)
(80, 81)
(79, 81)
(78, 81)
(77, 81)
(76, 81)
(75, 81)
(74, 81)
(74, 82)
(74, 83)
(74, 84)
(74, 85)
(74, 86)
(74, 87)
(74, 88)
(74, 89)
(74, 90)
(74, 91)
(73, 91)
(72, 91)
(71, 91)
(70, 91)
(69, 91)
(68, 91)
(67, 91)
(66, 91)
(65, 91)
(65, 92)
(65, 93)
(65, 94)
(65, 95)
(65, 96)
(65, 97)
(64, 97)
(63, 97)
(62, 97)
(61, 97)
(60, 97)
(59, 97)
(59, 96)
(59, 95)
(59, 94)
(58, 94)
(58, 95)
(58, 96)
(59, 96)
(59, 95)
(59, 94)
(60, 94)
(61, 94)
(62, 94)
(62, 93)
(62, 92)
(61, 92)
(60, 92)
(60, 91)
(60, 90)
(60, 89)
(60, 88)
(60, 87)
(60, 86)
(60, 85)
(60, 84)
(60, 83)
(60, 82)
(60, 81)
(60, 80)
(60, 79)
(60, 78)
(60, 77)
(60, 76)
(60, 75)
(60, 74)
(60, 73)
(60, 72)
(60, 71)
(60, 70)
(60, 69)
(60, 68)
(60, 67)
(60, 66)
(60, 65)
(60, 64)
(60, 63)
(60, 62)
(60, 61)
(60, 60)
(60, 59)
(60, 58)
(61, 58)
(62, 58)
(63, 58)
(64, 58)
(65, 58)
(66, 58)
(67, 58)
(68, 58)
(69, 58)
(69, 57)
(69, 56)
(69, 55)
(69, 54)
(69, 53)
(69, 52)
(69, 51)
(101, 19)
(102, 19)
(103, 19)
(104, 19)
(105, 19)
(106, 19)
(107, 19)
(108, 19)
(109, 19)
(110, 19)
(111, 19)
(112, 19)
(113, 19)
(114, 19)
(115, 19)
(115, 20)
(115, 21)
(115, 22)
(115, 23)
(115, 24)
(115, 25)
(115, 26)
(116, 26)
(117, 26)
(118, 26)
(119, 26)
(120, 26)
(120, 25)
(120, 24)
(119, 24)
(118, 24)
(117, 24)
(116, 24)
(115, 24)
(114, 24)
(114, 23)
(114, 22)
(114, 21)
(113, 21)
(112, 21)
(112, 22)
(112, 23)
(112, 24)
(112, 25)
(112, 26)
(111, 26)
(110, 26)
(109, 26)
(108, 26)
(107, 26)
(106, 26)
(105, 26)
(104, 26)
(104, 25)
(104, 24)
(104, 23)
(103, 23)
(104, 23)
(105, 23)
(106, 23)
(106, 24)
(106, 25)
(106, 26)
(106, 27)
(105, 27)
(104, 27)
(103, 27)
(102, 27)
(101, 27)
(77, 51)
(77, 52)
(78, 52)
(78, 53)
(78, 54)
(78, 55)
(77, 55)
(77, 54)
(78, 54)
(79, 54)
(79, 53)
(78, 53)
(78, 52)
(78, 51)
(101, 28)
(102, 28)
(103, 28)
(104, 28)
(105, 28)
(105, 29)
(105, 30)
(105, 31)
(105, 32)
(105, 33)
(105, 34)
(105, 35)
(105, 36)
(105, 37)
(105, 38)
(105, 39)
(105, 40)
(105, 41)
(105, 42)
(105, 43)
(105, 44)
(105, 45)
(105, 46)
(105, 47)
(105, 48)
(106, 48)
(106, 47)
(106, 46)
(106, 45)
(106, 44)
(106, 43)
(106, 42)
(106, 41)
(105, 41)
(105, 40)
(105, 39)
(105, 38)
(105, 37)
(105, 36)
(105, 35)
(105, 34)
(105, 33)
(105, 32)
(105, 31)
(105, 30)
(105, 29)
(105, 28)
(105, 27)
(105, 26)
(106, 26)
(107, 26)
(108, 26)
(109, 26)
(110, 26)
(111, 26)
(112, 26)
(113, 26)
(114, 26)
(115, 26)
(116, 26)
(117, 26)
(118, 26)
(119, 26)
(120, 26)
(121, 26)
(121, 27)
(121, 28)
(121, 29)
(121, 30)
(121, 31)
(122, 31)
(123, 31)
(124, 31)
(125, 31)
(126, 31)
(126, 32)
(126, 33)
(126, 34)
(126, 35)
(126, 36)
(126, 37)
(125, 37)
(124, 37)
(124, 38)
(124, 39)
(124, 40)
(124, 41)
(124, 42)
(124, 43)
(124, 44)
(124, 45)
(124, 46)
(124, 47)
(124, 48)
(124, 49)
(124, 50)
(124, 51)
(124, 52)
(124, 53)
(124, 54)
(124, 55)
(124, 56)
(125, 56)
(126, 56)
(127, 56)
(127, 55)
(127, 54)
(127, 53)
(127, 52)
(127, 51)
(127, 50)
(127, 49)
(127, 48)
(127, 47)
(127, 46)
(127, 45)
(127, 44)
(127, 43)
(127, 42)
(127, 41)
(127, 40)
(128, 40)
(129, 40)
(130, 40)
(131, 40)
(132, 40)
(133, 40)
(134, 40)
(135, 40)
(136, 40)
(137, 40)
(138, 40)
(139, 40)
(140, 40)
(141, 40)
(142, 40)
(143, 40)
(144, 40)
(145, 40)
(146, 40)
(147, 40)
(148, 40)
(149, 40)
(150, 40)
(149, 40)
(148, 40)
(147, 40)
(146, 40)
(145, 40)
(144, 40)
(143, 40)
(142, 40)
(141, 40)
(140, 40)
(139, 40)
(138, 40)
(137, 40)
(136, 40)
(135, 40)
(134, 40)
(133, 40)
(132, 40)
(131, 40)
(130, 40)
(129, 40)
(128, 40)
(127, 40)
(126, 40)
(125, 40)
(124, 40)
(123, 40)
(122, 40)
(121, 40)
(120, 40)
(119, 40)
(118, 40)
(117, 40)
(117, 39)
(117, 38)
(117, 37)
(117, 36)
(117, 35)
(117, 34)
(117, 33)
(117, 32)
(117, 31)
(117, 30)
(118, 30)
(119, 30)
(120, 30)
(121, 30)
(122, 30)
(123, 30)
(124, 30)
(125, 30)
(126, 30)
(127, 30)
(128, 30)
(129, 30)
(130, 30)
(131, 30)
(132, 30)
(133, 30)
(134, 30)
(135, 30)
(136, 30)
(137, 30)
(138, 30)
(138, 31)
(138, 32)
(138, 33)
(138, 34)
(138, 35)
(137, 35)
(136, 35)
(135, 35)
(134, 35)
(133, 35)
(133, 36)
(133, 37)
(133, 38)
(133, 39)
(133, 40)
(133, 41)
(133, 42)
(133, 43)
(133, 44)
(133, 45)
(133, 46)
(133, 47)
(133, 48)
(133, 49)
(133, 50)
(133, 51)
(134, 51)
(135, 51)
(136, 51)
(137, 51)
(138, 51)
(138, 50)
(138, 49)
(139, 49)
(140, 49)
(141, 49)
(142, 49)
(143, 49)
(144, 49)
(145, 49)
(146, 49)
(147, 49)
(147, 50)
(147, 51)
(147, 52)
(147, 53)
(147, 54)
(147, 55)
(147, 56)
(147, 57)
(147, 58)
(147, 59)
(147, 60)
(147, 61)
(147, 62)
(147, 63)
(147, 64)
(147, 65)
(147, 66)
(147, 67)
(147, 68)
(147, 69)
(147, 70)
(148, 70)
(149, 70)
(150, 70)
(170, 50)
(170, 49)
(170, 48)
(170, 47)
(170, 46)
(170, 45)
(170, 44)
(170, 43)
(170, 42)
(170, 41)
